"id","name","status","category","cost","useful_life","salvage_value","funding_details","depreciation_strategy"
283,"Peter","in use","hardware",76309.17338236679,9.105809957728795,9715.219878427306,"purchased","straight line"
284,"Donald","in use","hardware",34440.377190349405,5.351184455025533,4274.382405145742,"purchased","straight line"
285,"Benjamin","in storage","hardware",4371.403239652205,6.407245459677391,7687.360995120399,"purchased","straight line"
286,"Eugene","in storage","hardware",86234.84018532674,1.9117513126343981,7318.425053816465,"purchased","straight line"
287,"David","in transit","hardware",25456.70295330993,3.070503899265278,6180.8205397077645,"purchased","straight line"
288,"Billy","in repair","hardware",49931.40545052724,5.5401976822180385,9519.962389566514,"purchased","straight line"
289,"William","disposed","hardware",3297.1307418275587,9.474332340544644,5422.742051102573,"purchased","straight line"
290,"Richard","other","hardware",78178.35732623337,8.550303353863306,2006.156213475543,"purchased","straight line"
291,"Joe","disposed","hardware",31786.40975308762,9.625877001908167,6366.181633293671,"purchased","straight line"
292,"Juan","other","hardware",30527.5958878243,9.939675952578744,6860.667085255083,"purchased","straight line"
293,"Ralph","in storage","hardware",79054.95263600204,3.8492515343029394,1872.3712382937508,"purchased","straight line"
294,"Jason","other","hardware",49978.014120092426,5.444346564747772,8412.363430103018,"purchased","straight line"
295,"Andrew","disposed","hardware",30840.732152596174,2.8530063587115655,3040.148681433271,"purchased","straight line"
296,"Jordan","in storage","hardware",35015.81916568177,8.896192082975166,380.5792035286737,"purchased","straight line"
297,"Paul","other","hardware",28569.84277489789,6.75685272974197,6141.6271233085145,"purchased","straight line"
298,"Matthew","in repair","hardware",56596.04320097129,7.363419648107729,1307.6307384354125,"purchased","straight line"
299,"Keith","in transit","hardware",65958.14361855813,8.384898935274537,8125.055319111783,"purchased","straight line"
300,"Carl","in storage","hardware",77741.38638536552,7.53762461777019,4368.651943506493,"purchased","straight line"
301,"Dennis","disposed","hardware",84493.62906796933,4.088211771895137,183.48463796387549,"purchased","straight line"
302,"Walter","in use","hardware",344.5498274673997,3.9493674801289007,5084.488404484921,"purchased","straight line"
303,"Carl","in use","hardware",87816.62724435542,9.412721535223787,3225.9275458677794,"purchased","straight line"
304,"Arthur","disposed","hardware",95086.36639612487,2.150718523724295,7984.114253353672,"purchased","straight line"
305,"Adam","in use","hardware",33898.91863537939,6.286541546002408,1361.6298676586691,"purchased","straight line"
306,"Mark","other","hardware",99303.31752461947,4.902002610114568,7333.426678339261,"purchased","straight line"
307,"Ronald","in storage","hardware",84281.72642068026,2.07485960301547,4889.152801892828,"purchased","straight line"
308,"Jonathan","in use","hardware",57501.03990585323,4.396615323711154,5455.618646368606,"purchased","straight line"
309,"Jordan","in repair","hardware",28029.90484125747,5.297345487920222,5996.8161863002415,"purchased","straight line"
310,"Bryan","in transit","hardware",66223.24904338214,4.647700330008202,8601.412538680295,"purchased","straight line"
311,"John","in use","hardware",99122.5921522096,2.5324679433507784,9131.102916942684,"purchased","straight line"
312,"Zachary","in transit","hardware",80027.80904733264,2.0205618607461253,9099.05626484785,"purchased","straight line"
313,"Lawrence","other","hardware",28443.78404219646,8.345764732031832,3483.2044817608066,"purchased","straight line"
314,"Nathan","in transit","hardware",20606.93500607307,4.713534754978017,6338.678850802807,"purchased","straight line"
315,"Albert","in use","hardware",63311.861604292244,4.250866529345338,1508.951550833757,"purchased","straight line"
316,"Jose","in use","hardware",32470.593403339288,7.021975926069814,8893.692465158512,"purchased","straight line"
317,"Logan","in repair","hardware",24966.502337467657,5.171260694505179,4675.4475396282905,"purchased","straight line"
318,"Jesse","in storage","hardware",75399.02830592457,4.4015933874269475,7878.351713627138,"purchased","straight line"
319,"Jerry","in repair","hardware",46371.1828036037,6.186638079989295,7155.38303086585,"purchased","straight line"
320,"Brian","in repair","hardware",61240.1547340532,9.430216415680404,7154.907543581617,"purchased","straight line"
321,"Bobby","disposed","hardware",16243.711013838958,1.505605417386973,6996.015795369203,"purchased","straight line"
322,"Joseph","in transit","hardware",8154.626414148791,8.914519217333549,8750.924466810551,"purchased","straight line"
323,"Jacob","in storage","hardware",26736.851466628563,8.741098461802721,7538.680337419293,"purchased","straight line"
324,"Kevin","in transit","hardware",69049.03993783954,9.119719206236836,1413.2433511040076,"purchased","straight line"
325,"Samuel","in use","hardware",85738.09824086704,3.0696137011443594,1969.3139559651895,"purchased","straight line"
326,"Thomas","in use","hardware",68861.74262322905,9.810499093717924,3670.152489869232,"purchased","straight line"
327,"Edward","other","hardware",42720.79676754361,2.2283219806589742,5691.254256170853,"purchased","straight line"
328,"Carl","in transit","hardware",45205.967287950574,4.660334997610027,8770.802502224511,"purchased","straight line"
329,"Gabriel","in storage","hardware",59438.06815501053,7.587981580668518,7065.438330278246,"purchased","straight line"
330,"Justin","in repair","hardware",56249.55883757668,3.456968374167625,2941.0401827265364,"purchased","straight line"
331,"Gerald","in transit","hardware",69681.05561717592,1.2401372552486143,4921.626709913164,"purchased","straight line"
332,"Douglas","disposed","hardware",59237.01767636269,1.6173933064647668,8255.071273519216,"purchased","straight line"
333,"Dennis","disposed","hardware",87143.14261617417,5.167749371916102,7863.688662611068,"purchased","straight line"
334,"Kevin","other","hardware",61306.41839411759,8.150042967588853,4674.333401193201,"purchased","straight line"
335,"Scott","disposed","hardware",17075.535435428035,3.7427013612432827,2937.986829334762,"purchased","straight line"
336,"Michael","disposed","hardware",13016.535302013388,9.9853837054658,4586.023589752412,"purchased","straight line"
337,"Joseph","in repair","hardware",77449.2482516569,9.72958381024466,8441.377932203253,"purchased","straight line"
338,"Juan","in transit","hardware",72761.4680544279,4.643752908085789,801.1629587338864,"purchased","straight line"
339,"Andrew","in repair","hardware",14892.909303441471,3.6836893784381077,7715.692390590542,"purchased","straight line"
340,"Christian","other","hardware",5930.9771390954165,2.4859730344555566,9132.765818444219,"purchased","straight line"
341,"Jerry","in storage","hardware",43833.70094846925,6.313289894679194,623.4048657912406,"purchased","straight line"
342,"Roger","other","hardware",44890.18628192323,4.990845407680135,88.95776505027375,"purchased","straight line"
343,"John","disposed","hardware",59408.01573420259,2.9259448934890893,7770.334411693789,"purchased","straight line"
344,"Jesse","disposed","hardware",83130.90545419564,1.5913161174712784,6823.491225346466,"purchased","straight line"
345,"Paul","in transit","hardware",27498.21812304737,6.204976719894745,7727.5145078456435,"purchased","straight line"
346,"Gregory","in transit","hardware",668.678707109549,3.6900274372581943,3123.389394817405,"purchased","straight line"
347,"Stephen","in use","hardware",33717.74347778724,6.8202895613020615,5934.330458244827,"purchased","straight line"
348,"Harold","in storage","hardware",1349.6932147005869,6.083328638913239,1979.801646650441,"purchased","straight line"
349,"Terry","in storage","hardware",95794.03962850248,9.3945750016877,360.0050600814753,"purchased","straight line"
350,"Andrew","disposed","hardware",23049.414928426027,8.396840161891646,5576.585414563821,"purchased","straight line"
351,"Bruce","in repair","hardware",90547.64581758459,8.018921382853225,8447.928596836442,"purchased","straight line"
352,"Anthony","in storage","hardware",9180.126737617034,2.3769941859429355,1500.7565954290092,"purchased","straight line"
353,"John","other","hardware",99100.81293321324,8.105929683409453,343.28061355292203,"purchased","straight line"
354,"Terry","disposed","hardware",48713.50480842733,3.594134552412523,4494.25657124356,"purchased","straight line"
355,"Raymond","other","hardware",68181.87098605072,4.314953887638504,3707.739806277097,"purchased","straight line"
356,"Logan","in use","hardware",11135.218079701603,2.7279801061961253,6602.883373668076,"purchased","straight line"
357,"Stephen","other","hardware",4698.572767760201,7.323811300516832,1641.912271616811,"purchased","straight line"
358,"Randy","in storage","hardware",8811.399785902462,2.3823648011594485,2456.019587553493,"purchased","straight line"
359,"Ralph","in use","hardware",6041.439808397553,1.9867805537450896,7331.746971739041,"purchased","straight line"
360,"Justin","disposed","hardware",12644.907334134903,7.49585562004698,4908.913293220888,"purchased","straight line"
361,"Russell","in transit","hardware",376.29104931132804,5.226738468979005,2726.7349560450402,"purchased","straight line"
362,"Carl","disposed","hardware",58777.59154472136,8.32487692005966,3855.335631036747,"purchased","straight line"
363,"Eric","in transit","hardware",95701.47653205266,6.343376664325794,7705.473858678932,"purchased","straight line"
364,"Jeremy","other","hardware",79893.72361703553,5.955319775841314,385.9832233949978,"purchased","straight line"
365,"Andrew","disposed","hardware",81821.1159415196,9.46104123064974,4774.105742835362,"purchased","straight line"
366,"James","disposed","hardware",87491.91834249704,7.208259596296728,1067.179033467739,"purchased","straight line"
367,"Stephen","disposed","hardware",37563.423265112004,1.88872504927129,2177.0267352188666,"purchased","straight line"
368,"Raymond","disposed","hardware",95870.16339061283,4.215885665371822,3196.1422990243627,"purchased","straight line"
369,"Dennis","in use","hardware",49937.77912469807,8.067940886302772,3147.940868476449,"purchased","straight line"
370,"Austin","in repair","hardware",92108.70237937642,9.980639275892857,5711.1085853950635,"purchased","straight line"
371,"Edward","in repair","hardware",81297.77204014636,7.9759307500290895,1949.6228488450683,"purchased","straight line"
372,"Dylan","other","hardware",24035.23594892516,5.656443995191024,6005.924435473512,"purchased","straight line"
373,"Mark","in storage","hardware",23253.923704313194,4.455362208964201,5841.929312265074,"purchased","straight line"
374,"Bradley","in transit","hardware",73108.406834671,8.333342673437574,6776.322423372464,"purchased","straight line"
375,"Michael","in use","hardware",78320.01184769422,2.270699643853196,2133.990912332382,"purchased","straight line"
376,"Gregory","other","hardware",39888.2833589601,3.4226087212057243,2900.841908466102,"purchased","straight line"
377,"Zachary","in transit","hardware",39106.928696251154,9.603691496007476,9173.401711684635,"purchased","straight line"
378,"Gerald","in use","hardware",68555.2886203166,4.019033458827693,2243.999614620271,"purchased","straight line"
379,"Russell","disposed","hardware",78264.63116692794,7.447544932871305,2768.4990270211574,"purchased","straight line"
380,"Bryan","in use","hardware",69342.34631111502,8.338900772247207,8178.5236086172345,"purchased","straight line"
381,"Donald","disposed","hardware",63133.72210102869,6.441948964434266,2069.0502910187893,"purchased","straight line"
382,"Logan","disposed","hardware",75350.6837331424,9.873160238319857,7820.269213288622,"purchased","straight line"
383,"Ronald","disposed","hardware",69540.879295298,7.089933262523991,5068.323187097001,"purchased","straight line"
384,"Kevin","in use","hardware",52932.26603082621,7.0751682168529895,3543.146611565512,"purchased","straight line"
385,"Kenneth","disposed","hardware",96161.12605074444,5.893891179894529,2357.145276489754,"purchased","straight line"
386,"Albert","in storage","hardware",63094.87033859378,3.344201023048164,3691.899665229131,"purchased","straight line"
387,"Samuel","in use","hardware",9035.730410052467,8.764680204218045,402.7686310297407,"purchased","straight line"
388,"James","in storage","hardware",86160.43135314359,3.8484290722715246,5975.150333372704,"purchased","straight line"
389,"Aaron","other","hardware",6245.016073645737,7.3424682779539205,5349.964537439391,"purchased","straight line"
390,"Henry","other","hardware",32077.09311034146,3.2593888439401986,3888.9067952386913,"purchased","straight line"
391,"Nicholas","in transit","hardware",2200.802946075042,5.724402329581457,3351.004016751482,"purchased","straight line"
392,"Edward","other","hardware",69740.05433019761,7.753993398174449,1319.0579615491515,"purchased","straight line"
393,"Kenneth","in repair","hardware",70652.89252445137,1.2163648883003901,4484.894883289482,"purchased","straight line"
394,"Kevin","in use","hardware",39927.84885069475,9.727826201474546,2298.972875368991,"purchased","straight line"
395,"Eugene","in use","hardware",80769.57451835161,6.605569021075052,9369.990786687078,"purchased","straight line"
396,"Randy","in use","hardware",92949.43385992921,7.312220594605232,268.83196411816914,"purchased","straight line"
397,"Harold","in use","hardware",24713.85077931273,8.684560819569146,1916.4381590883538,"purchased","straight line"
398,"Dylan","in repair","hardware",10388.701235628118,2.4997063313028467,8166.096837334327,"purchased","straight line"
399,"Joe","in storage","hardware",27682.941991543143,1.4117845730260477,1241.858131221434,"purchased","straight line"
400,"Richard","disposed","hardware",16826.534487809753,1.448233053908303,1094.758147357815,"purchased","straight line"
401,"Jeffrey","in storage","hardware",65271.539804846725,7.467322030196248,7602.265163699936,"purchased","straight line"
402,"Ethan","in repair","hardware",88760.50983473963,8.180972722587596,4260.611737146255,"purchased","straight line"
403,"Mark","in storage","hardware",69774.61718333553,5.298211364160056,2098.487705024652,"purchased","straight line"
404,"Scott","in transit","hardware",5263.609775459599,4.484370694666375,2876.8866701254924,"purchased","straight line"
405,"Larry","in transit","hardware",78275.86351598123,7.967163351700165,6830.499964206629,"purchased","straight line"
406,"Robert","other","hardware",9634.630998421024,1.0298795211500982,2762.608123864637,"purchased","straight line"
407,"Nathan","disposed","hardware",13120.171193173357,8.930386736131071,8593.70214935031,"purchased","straight line"
408,"William","other","hardware",35618.38483566928,8.723618389363153,2937.676259117137,"purchased","straight line"
409,"Gary","disposed","hardware",36232.99696324168,5.909796555640642,6924.946433982893,"purchased","straight line"
410,"Andrew","disposed","hardware",87634.0163003768,9.909946610632725,1677.4110012470433,"purchased","straight line"
411,"Gary","in use","hardware",57340.311261804374,2.7738164994792007,4040.75011529511,"purchased","straight line"
412,"Gregory","in transit","hardware",85043.25667842137,4.645416586821668,1175.3721021006147,"purchased","straight line"
413,"Daniel","in use","hardware",50711.699268379736,9.644521600222253,896.2515900828561,"purchased","straight line"
414,"Jordan","other","hardware",88244.66666133214,5.281545253034228,8545.439113448092,"purchased","straight line"
415,"Gabriel","in transit","hardware",41380.14718779792,5.420923425882743,4420.743078618083,"purchased","straight line"
416,"Raymond","in storage","hardware",16994.769973370527,7.970149325255249,5777.016051174385,"purchased","straight line"
417,"Patrick","in storage","hardware",47844.63973437322,7.499351248076779,4538.403458590711,"purchased","straight line"
418,"Benjamin","disposed","hardware",36563.02785035597,6.492649486223841,2206.2663382641967,"purchased","straight line"
419,"Ethan","in use","hardware",61622.12556073375,4.31654456638361,300.12887195876135,"purchased","straight line"
420,"Tyler","in repair","hardware",25351.327657124268,8.727616033246171,5256.344970406115,"purchased","straight line"
421,"Jason","in transit","hardware",42777.48878202629,6.71035881042134,8028.296816985784,"purchased","straight line"
422,"Mark","in use","hardware",54895.5815384259,6.174586320049532,2534.0508790492377,"purchased","straight line"
423,"Jerry","disposed","hardware",73802.35701481713,5.034222613669254,9727.774373120794,"purchased","straight line"
424,"Dylan","other","hardware",3265.8714274921394,7.3142999116707434,1131.0796070907536,"purchased","straight line"
425,"Paul","in repair","hardware",25971.169182110665,8.468286831611476,5024.168717919034,"purchased","straight line"
426,"Henry","in repair","hardware",4230.47441408968,2.088296958594097,2624.4450302890664,"purchased","straight line"
427,"Paul","in use","hardware",59664.45233129952,8.302410415699295,590.3482678397664,"purchased","straight line"
428,"Harold","disposed","hardware",73131.55523750832,1.7932810360706704,968.2267925895183,"purchased","straight line"
429,"Larry","in use","hardware",13527.754022980265,5.509294070439163,9187.283411134813,"purchased","straight line"
430,"Scott","in transit","hardware",56249.06226207027,7.8639853596653895,504.31288490674353,"purchased","straight line"
431,"John","other","hardware",74449.28473686193,2.0912477716596656,2653.2034650154824,"purchased","straight line"
432,"Anthony","in use","hardware",24023.146611841883,7.094524152941192,3501.873557692795,"purchased","straight line"
433,"William","in use","hardware",63626.35117483059,9.967619560788226,1652.3879147943476,"purchased","straight line"
434,"Bradley","other","hardware",25949.564296273344,1.5977533172379534,698.5922960628233,"purchased","straight line"
435,"Samuel","in use","hardware",22471.375502554725,2.0749840773493182,6109.160365287196,"purchased","straight line"
436,"Daniel","in transit","hardware",1622.2672869389166,2.135966033279386,8111.073620356747,"purchased","straight line"
437,"Bobby","in use","hardware",64661.53665414995,3.042661151129965,6607.879644971462,"purchased","straight line"
438,"Terry","in repair","hardware",42836.9405007263,9.111768616861173,7311.219692701532,"purchased","straight line"
439,"Scott","in use","hardware",71237.99632931392,4.767174704239816,789.6596624798158,"purchased","straight line"
440,"Peter","other","hardware",26226.47978781043,1.7881146418197327,9435.601797205358,"purchased","straight line"
441,"Vincent","in transit","hardware",20472.047863607546,9.88582664363057,7645.719830898247,"purchased","straight line"
442,"Roy","in use","hardware",9111.481713780833,4.156151677775369,2599.363230066183,"purchased","straight line"
443,"Jacob","in repair","hardware",80417.2602660436,7.086096186083306,1297.7112978939865,"purchased","straight line"
444,"Brandon","in transit","hardware",77419.64099960812,6.898871345933275,1792.2043653169405,"purchased","straight line"
445,"Eugene","other","hardware",71865.50886894751,9.292016416181664,5608.126987529385,"purchased","straight line"
446,"Nathan","in transit","hardware",94293.9598573592,5.666634450151938,9737.561220109212,"purchased","straight line"
447,"Vincent","other","hardware",85891.06820184823,3.470694966433918,1446.8319944679386,"purchased","straight line"
448,"Eugene","in repair","hardware",83026.71723463597,8.357601481163206,6636.000469409508,"purchased","straight line"
449,"Jason","in repair","hardware",90258.12339709881,3.2671463495557216,3559.798155381617,"purchased","straight line"
450,"Jose","in transit","hardware",45313.19335268649,2.4300682193023366,6506.2079407080355,"purchased","straight line"
451,"George","disposed","hardware",52865.53984564054,5.716507033809237,7294.298206690635,"purchased","straight line"
452,"James","in storage","hardware",85869.16996569435,2.7861615986049473,8945.092573597749,"purchased","straight line"
453,"Frank","disposed","hardware",39916.56864252923,8.183952867087369,1550.185533431153,"purchased","straight line"
454,"Dennis","in use","hardware",5861.415367919453,5.998531529837995,3004.6982705178493,"purchased","straight line"
455,"Mark","in use","hardware",9900.42042502508,3.974416723281867,3827.0453608714283,"purchased","straight line"
456,"Johnny","in repair","hardware",23963.779827211838,5.689882471918301,6073.48535478655,"purchased","straight line"
457,"Joshua","in transit","hardware",57451.71253869342,9.644405440230805,6660.91699992557,"purchased","straight line"
458,"Jonathan","other","hardware",67904.09129035247,3.6088922529762995,6782.397159437223,"purchased","straight line"
459,"Stephen","other","hardware",75275.14804308386,1.9954899836702462,5291.535221070436,"purchased","straight line"
460,"Philip","other","hardware",93474.74227625312,1.3605658947222472,2626.7264805189307,"purchased","straight line"
461,"Ryan","other","hardware",21960.499045097527,9.850498487689109,9679.307602199442,"purchased","straight line"
462,"Robert","in storage","hardware",98992.19250035846,8.644124996689253,7909.916521537759,"purchased","straight line"
463,"Donald","in use","hardware",82324.94995568361,8.061336909117525,3686.799271298823,"purchased","straight line"
464,"Patrick","disposed","hardware",82905.51409811013,7.602001463275856,3480.385616094839,"purchased","straight line"
465,"Paul","in use","hardware",22148.173086038547,9.488533654810565,1122.866524650793,"purchased","straight line"
466,"Raymond","in transit","hardware",57400.567467987465,9.405366747315254,4014.6523712149738,"purchased","straight line"
467,"Ryan","other","hardware",62310.7207402804,3.494623872986952,7345.22804978776,"purchased","straight line"
468,"Nicholas","in repair","hardware",39838.02972307174,8.965246591065698,7522.527527528169,"purchased","straight line"
469,"Michael","in storage","hardware",33640.51139689479,8.193403791210848,6012.327804274006,"purchased","straight line"
470,"Gary","disposed","hardware",33878.411798686924,5.997689995151525,6947.362096470344,"purchased","straight line"
471,"Jeffrey","other","hardware",55866.99540481841,2.2083861782018666,5743.53740588681,"purchased","straight line"
472,"Lawrence","in repair","hardware",52027.49429547403,3.296621851806362,4370.534664308312,"purchased","straight line"
473,"Jacob","other","hardware",67791.55809795333,2.1907324689227172,8394.015133589972,"purchased","straight line"
474,"Johnny","in transit","hardware",47862.847413281306,6.910009381191445,8507.472006107619,"purchased","straight line"
475,"Andrew","in transit","hardware",57860.37167327315,7.380867934601914,2905.04261490259,"purchased","straight line"
476,"Billy","other","hardware",67958.61527768118,6.889067167333852,7888.262131032464,"purchased","straight line"
477,"Jose","in storage","hardware",73060.86391012669,1.4682846221066805,4501.086811170014,"purchased","straight line"
478,"Justin","in storage","hardware",28004.64383986322,6.885630569504875,2424.5702838082593,"purchased","straight line"
479,"David","in repair","hardware",33817.86242231426,7.6604345199883985,4915.182929977912,"purchased","straight line"
480,"Benjamin","other","hardware",94651.80402488227,7.777366173378034,3652.0649259793904,"purchased","straight line"
481,"Scott","other","hardware",20057.0740186089,1.3165448661457178,9418.440730214723,"purchased","straight line"
482,"Andrew","other","hardware",69697.63933565731,3.9653651714082288,8990.275363427834,"purchased","straight line"
483,"Russell","other","hardware",66382.58035233777,8.832630367883496,277.41912493824293,"purchased","straight line"
484,"Frank","in repair","hardware",91072.62750421044,1.1172667044748401,1483.1560249667575,"purchased","straight line"
485,"Jose","in repair","hardware",40473.36409481126,1.597001020740864,3164.1925625731737,"purchased","straight line"
486,"Paul","in repair","hardware",28874.04702015636,2.2845185453224546,3317.22138561087,"purchased","straight line"
487,"Philip","in repair","hardware",54289.10447606791,5.263559183504465,8945.4393845063,"purchased","straight line"
488,"Richard","other","hardware",33598.517918566584,1.9522298319997766,3516.224470871051,"purchased","straight line"
489,"Alexander","in use","hardware",43997.27358406422,9.657265323682735,7387.929070167483,"purchased","straight line"
490,"Aaron","in transit","hardware",10456.162571116834,3.6971436024831297,2383.475788735102,"purchased","straight line"
491,"Alan","in storage","hardware",51475.85004586909,3.6268740058024598,1262.2054644368864,"purchased","straight line"
492,"Edward","in use","hardware",70193.61299168586,3.3789325758511177,3232.5460313879717,"purchased","straight line"
493,"Henry","in transit","hardware",70622.49873322598,4.1625974971715305,5331.1484902750535,"purchased","straight line"
494,"Alexander","in use","hardware",35865.10640798588,7.700641816087264,6132.8635189851275,"purchased","straight line"
495,"Michael","other","hardware",90235.13602590734,6.7722874774090895,2013.5669964190972,"purchased","straight line"
496,"Douglas","in transit","hardware",25161.583685097354,7.413739505781856,5956.0284721737,"purchased","straight line"
497,"Adam","in use","hardware",39767.41602039834,9.72183553906091,8537.729897500249,"purchased","straight line"
498,"Logan","in repair","hardware",76476.50858703669,1.1082599657259122,1643.0555511527157,"purchased","straight line"
499,"Terry","in storage","hardware",25155.961814027483,7.8698629062310355,9663.118858173064,"purchased","straight line"
500,"Harold","in repair","hardware",5915.029555703699,9.123145467175096,9947.533428557344,"purchased","straight line"
501,"Matthew","disposed","hardware",78742.1342959687,6.486572396696331,200.64213357883,"purchased","straight line"
502,"Alan","in use","hardware",36385.51223247165,6.373005126047052,3117.4782853968754,"purchased","straight line"
503,"Jeremy","disposed","hardware",17974.546047453667,4.813267679873103,5175.16238899331,"purchased","straight line"
504,"Justin","in storage","hardware",70282.99880764693,2.7554929851533903,6877.8665772775275,"purchased","straight line"
505,"Edward","in transit","hardware",83636.29331071972,9.850738304965276,8924.251701150526,"purchased","straight line"
506,"Philip","in storage","hardware",95968.39862364206,7.647432112566385,1831.9043622285203,"purchased","straight line"
507,"Billy","in repair","hardware",77101.2170553135,3.4688786144298276,9631.157360524558,"purchased","straight line"
508,"Andrew","in repair","hardware",88214.06777094708,9.123685140093365,3390.6584160223274,"purchased","straight line"
509,"Ethan","disposed","hardware",31399.87703350442,1.7162854851758758,9917.4357290545,"purchased","straight line"
510,"Tyler","in repair","hardware",72283.2790572718,8.607973628225508,6097.0782353888,"purchased","straight line"
511,"Jose","in transit","hardware",76131.56159084436,3.168763079545737,5020.891199018549,"purchased","straight line"
512,"James","in use","hardware",49310.51370796047,2.356715097414505,8692.046891350514,"purchased","straight line"
513,"Logan","in repair","hardware",63263.4418570903,8.268345497838501,1444.7072564111118,"purchased","straight line"
514,"Jason","other","hardware",5008.220084070503,7.994967549934435,8164.717286379822,"purchased","straight line"
515,"Lawrence","in transit","hardware",46444.11766070055,7.17787779878462,8299.529012768553,"purchased","straight line"
516,"Bryan","in use","hardware",67482.52775916479,4.228038409795344,8672.31184862285,"purchased","straight line"
517,"Bruce","in transit","hardware",98096.7032226203,4.690942579435903,3803.9862713023563,"purchased","straight line"
518,"Louis","in use","hardware",42477.14372196283,2.642404733904134,2882.18504467861,"purchased","straight line"
519,"Gary","in use","hardware",54925.331438498826,4.337561168311069,8679.038452363362,"purchased","straight line"
520,"Bobby","in storage","hardware",92770.9933200337,9.929190202269279,4578.660027613307,"purchased","straight line"
521,"Adam","in storage","hardware",99259.19438410738,4.1419154600204635,3917.9372248425802,"purchased","straight line"
522,"Keith","other","hardware",82879.90378014697,2.551787341710109,3021.499651944672,"purchased","straight line"
523,"Benjamin","in transit","hardware",98054.59040446495,7.417580215390721,9852.69926329525,"purchased","straight line"
524,"Tyler","in repair","hardware",83616.86887709492,5.427872795255961,1268.169215598388,"purchased","straight line"
525,"Gerald","disposed","hardware",82936.96488175167,4.063902113809433,3651.536609948687,"purchased","straight line"
526,"Henry","in transit","hardware",32543.129218979673,5.327061667645965,5555.10592668467,"purchased","straight line"
527,"Bradley","in repair","hardware",4.476575869138966,1.3801395681965314,774.6970987939294,"purchased","straight line"
528,"Larry","disposed","hardware",72731.4201238102,7.883879499627669,1175.0488458828956,"purchased","straight line"
529,"Joshua","in storage","hardware",29141.742885693457,7.8965982775952135,6095.656367832791,"purchased","straight line"
530,"Wayne","in repair","hardware",29238.972197826006,9.90407886078489,5878.579333730514,"purchased","straight line"
531,"Anthony","in storage","hardware",51696.80637743194,1.0905846796832108,2125.218491445834,"purchased","straight line"
532,"Jordan","in storage","hardware",27031.60210682203,9.473018093636624,1.7273899504610668,"purchased","straight line"
533,"Raymond","in repair","hardware",49629.569345720716,5.180707911246751,3759.705961535602,"purchased","straight line"
534,"John","in storage","hardware",48847.843508669044,6.141238940043537,7144.277358363023,"purchased","straight line"
535,"Roy","in storage","hardware",79497.7609159784,4.197232326023035,9732.233652273539,"purchased","straight line"
536,"Justin","disposed","hardware",78356.97913856403,2.7606865238733134,4976.425745279387,"purchased","straight line"
537,"Ryan","in use","hardware",39823.11344404713,3.1403035623214017,8314.899235699484,"purchased","straight line"
538,"Joe","in storage","hardware",19270.99719278885,9.544184092921224,2503.2283659265963,"purchased","straight line"
539,"Ralph","disposed","hardware",52650.98500856343,3.2463126913491354,5177.885667266714,"purchased","straight line"
540,"Carl","in storage","hardware",51306.55331898797,6.670592360110836,891.5335986552752,"purchased","straight line"
541,"Nicholas","in repair","hardware",58534.761867644345,1.7808039302142262,6036.609780395163,"purchased","straight line"
542,"Raymond","in use","hardware",74243.79689199699,6.734293699169832,8296.571445726033,"purchased","straight line"
543,"Samuel","disposed","hardware",62106.72693076918,6.539286447918966,5259.03051360822,"purchased","straight line"
544,"Richard","in repair","hardware",54930.60636714858,9.49751239448211,5390.132368607391,"purchased","straight line"
545,"Scott","in use","hardware",52202.78730900095,4.282046200144329,7356.217987429277,"purchased","straight line"
546,"Gerald","in transit","hardware",70236.88377460478,2.442582573221406,6825.346786499829,"purchased","straight line"
547,"Jose","in use","hardware",86090.63009254311,7.237235953291381,8522.997851956448,"purchased","straight line"
548,"Philip","in storage","hardware",33473.36253918858,4.011807010769192,976.6406069471267,"purchased","straight line"
549,"Brian","disposed","hardware",98246.38982302662,4.947355387334193,1228.3586780310752,"purchased","straight line"
550,"Larry","in transit","hardware",55651.36933853245,4.871371691357453,5761.793344863352,"purchased","straight line"
551,"George","in transit","hardware",54448.14366293759,7.4457010310251155,8407.400680191578,"purchased","straight line"
552,"William","other","hardware",17063.39954505042,8.271498006487388,3640.7551093985903,"purchased","straight line"
553,"Joe","in transit","hardware",82207.52955504363,8.006878522395189,1156.1395303932597,"purchased","straight line"
554,"Benjamin","other","hardware",4602.3404108568975,5.258665009035068,963.1882170894302,"purchased","straight line"
555,"Michael","disposed","hardware",7384.457084849605,3.0411683772177063,9913.34439101685,"purchased","straight line"
556,"Gary","in use","hardware",5636.4247553088,3.8726801029433213,2679.842923190007,"purchased","straight line"
557,"Jack","other","hardware",58310.133675963814,2.273807670633293,7715.1879516955605,"purchased","straight line"
558,"Larry","in use","hardware",96996.18476552312,7.4493135621783715,5488.519205567584,"purchased","straight line"
559,"Logan","in transit","hardware",18622.52894363734,2.2633492727393474,2429.953789326468,"purchased","straight line"
560,"Eugene","disposed","hardware",81163.97894460906,8.260034100283164,2585.175212903158,"purchased","straight line"
561,"Douglas","in storage","hardware",93614.66627933526,4.374617957568985,3.693990543850445,"purchased","straight line"
562,"Walter","disposed","hardware",16937.587256653365,3.7300452898635976,1639.4820403544452,"purchased","straight line"
563,"Aaron","in use","hardware",80245.5518763507,6.0856605049106545,2206.2323144602115,"purchased","straight line"
564,"Keith","in repair","hardware",31699.601063709837,1.5971412814598365,9853.902162857363,"purchased","straight line"
